"V1","V2"
"Tyms","Rab11b"
"Ppa2","Cnn2"
"Dnajc1","Ube4a"
"Uqcrfs1","Lgals3"
"Epx","Sep15"
"Ppp2r1b","BC005624"
"Gbp2","Hip1"
"Eml3","Lmf2"
"Ptprc","4930544G11Rik"
"4930544G11Rik","S100a1"
"Clec4b1","4930544G11Rik"
"Tial1","4930544G11Rik"
"Ifi47","4930544G11Rik"
"4930544G11Rik","App"
"Farsb","Smarca1"
"Atp5j","Ctss"
"Eef1a2","Scarb2"
"Tmem173","Wdr82"
"Gga1","Rpl37"
"Cyb5r1","Psmf1"
"Map2k2","Dock1"
"Nudt16","Srm"
"Tmx3","Gnas"
"Txnl1","Add1"
"Parp9","Mut"
"Tyrobp","B4galnt1"
"Tusc1","Rnaset2b"
"Pik3r1","Ppil2"
"Prpf19","Dnm1"
"Myo5b","Ywhae"
"Ruvbl2","Cdk8"
"Vapa","Mrps26"
"Trim33","Sbf1"
"Wdr82","Ubfd1"
"Pam16","Cd302"
"Ranbp3","Bcar3"
"Thoc7","Hscb"
"Prkx","Fam172a"
"AI314180","Anxa11"
"Gfer","Fxr1"
"Ccnh","Fnbp1"
"Brap","Surf4"
"Lbr","Arglu1"
"Sfxn3","Cd47"
"Eps15l1","Clint1"
"Tbc1d2","Slc25a22"
"Vapa","Snurf"
"Vapa","Cotl1"
"Ltf","B4galt1"
"Ltf","Rab2b"
"Alkbh7","Nek8"
"Gsk3a","Nacc1"
"Ppa2","Faf2"
"Rufy2","Ing5"
"Ubash3b","Grn"
"Inpp4a","Fads1"
"Gnb4","Tmx4"
"Slc12a9","Tomm34"
"Slc12a9","Rpl5"
"Slc12a9","Pcyox1l"
"Lztfl1","Nt5dc1"
"Smad2","Drg1"
"Cpne5","Nono"
"Exoc1","Mrpl37"
"Prkcb","Prrc1"
"Arsa","Syap1"
"Bet1l","Sp2"
"2410016O06Rik","Flna"
"Ube2l6","Eif1a"
"Erlec1","Pla2g4a"
"Tns3","Col4a3bp"
"Tns3","Ncf1"
"Golph3l","Tmem109"
"Khdrbs1","Daxx"
"Cpne5","Hpse"
"Add3","Sun2"
"Rbmx","Ckm"
"Ndufs2","Rpl3l"
"Tbcb","Exoc1"
"Fkbp4","Ints3"
"Sephs2","Lgals3"
"Trappc6b","Zcchc6"
"Cd274","Ints9"
"Vdac1","M6pr"
"Cwf19l2","Cops3"
"Ptpn23","Smpd4"
"Dennd4c","Naa10"
"Aldh3a2","Echdc1"
"Cyp4f18","Med9"
"Gmppb","Zeb1"
"Flcn","Fip1l1"
"Meaf6","Calml3"
"Ipo7","Eif2b4"
"Ralgapa1","Ranbp3"
"Gfm1","Enpep"
"1600014C10Rik","Bloc1s2"
"Ap2b1","Rbm7"
"Ahsa2","Lrrc47"
"Pitrm1","Wdr82"
"Eno2","Unc119"
"Msr1","Dis3l2"
"Mycbp","Aatk"
"Ksr1","Golph3"
"Runx3","Ksr1"
"Mapre3","Ksr1"
"Ksr1","Unc93b1"
"Tbl1xr1","Dnajb5"
"Rps6kb1","Ddx24"
"Cep170","Tmx3"
"Pum2","Tpd52l2"
"Zc3hav1","Mapkapk2"
"Zc3hav1","Rps16"
"Zc3hav1","Uba52"
"Max","Zc3hav1"
"Cog8","Pus10"
"Malt1","Vhl"
"Lmbrd2","Cpne1"
"Stim2","BC003331"
"Hcfc1","Dbi"
"Ifi47","H2afy"
"Ggh","Ran"
"Tle3","Optn"
"Alkbh7","Optn"
"Gnaz","Hip1"
"Psmb4","Shc2"
"Dhx16","Gmppb"
"Unc45a","Kcnab2"
"Cd274","Csnk2a2"
"Tank","Mrps26"
"Raly","Tbc1d22a"
"Anks1","Atp6v1d"
"Zfand5","Fam49b"
"Mcts1","Cops2"
"N4bp1","Gda"
"Sltm","Cwc27"
"Nol10","Capn7"
"Dync1h1","Erp29"
"Trmt5","Fam162a"
"Paics","Adrbk2"
"Pip4k2c","Trap1"
"Mon2","Idi1"
"Galc","Ate1"
"Plcb3","Sec63"
"Lcp1","Anpep"
"Gtf2a1","Lcp1"
"Csnk2b","Lcp1"
"Cd151","S100a8"
"Rab8a","Adam17"
"Impa1","Erbb2ip"
"Kif13a","Pip4k2c"
"Kif5a","Rab2a"
"Nol10","Nt5c2"
"Lrrk1","Tnip1"
"Pgam1","Dpp3"
"Yif1b","Fyn"
"Stfa2","Sec23b"
"Snx6","Pabpc1"
"Vps28","Mut"
"Ktn1","Nop58"
"Acot1","Akr7a5"
"Itgav","Tspan14"
"Fam160b1","Mre11a"
"Tmem87a","Specc1l"
"Stau1","Specc1l"
"Cul4a","Specc1l"
"Specc1l","Anp32a"
"Sh3bp1","Specc1l"
"Mgea5","Specc1l"
"Timm44","Erh"
"Uck2","Rpl28"
"Uck2","Mri1"
"Mlkl","Prrc2a"
"Wls","Nfam1"
"Nfam1","Pold1"
"Nacad","Nfam1"
"S100a9","Rcsd1"
"Taco1","Uap1l1"
"Jund","Taco1"
"Taco1","Tnfaip2"
"Taco1","As3mt"
"Ecsit","Usp47"
"Scaf4","Fnbp1"
"Cstf1","Rchy1"
"Lsm1","Nt5dc1"
"Elovl1","Ndufa2"
"Gnl2","Cks1b"
"Eif4a3","Gtf3c4"
"Plekho2","Prrc1"
"Mapk7","C2cd2l"
"Tln1","Aatk"
"Larp4","Cap1"
"Cd53","Ap2a1"
"Grk5","Fkbp1b"
"Mapk7","Glb1"
"Lmbrd2","Mapk7"
"Ddx54","Sbno1"
"Rabggtb","Chd4"
"Parvb","Ctbp2"
"Ccdc124","Mapk7"
"Mapk7","Acot3"
"Mapk7","Cd36"
"Vdac1","Gdi1"
"Hnrnpu","Cox6c"
"Slc25a12","Gmppb"
"Uvrag","Fbxo4"
"Nae1","Fkbp1b"
"Ubxn4","Ubl5"
"Scyl1","Srgap2"
"Atpif1","Rpl32"
"Ehd2","Nudt11"
"Nckap1l","Icam1"
"Ubqln4","Gga1"
"Aldh1a1","Zmynd8"
"Gmeb2","Cwc15"
"Gmeb2","Nhp2"
"Nasp","Baz1a"
"Pik3r6","Siae"
"Pin1","Ap2m1"
"Tmem173","Raly"
"Prpf4b","Clpx"
"Fam49b","Pgk1"
"Prps1l1","Ccdc9"
"Fasn","U2af1"
"Rbm25","Eed"
"Smarce1","Arfgef1"
"Alkbh7","Actc1"
"Irak4","Cd47"
"Uvrag","Rras"
"Cd84","Lgals9"
"Cd84","Hspa2"
"Uvrag","H2-Aa"
"Uvrag","Grhpr"
"Cops3","Ikbkb"
"Arfgap3","Tlr13"
"Oxsr1","Tdrd3"
"Fscb","Dock8"
"Lyz2","Def6"
"Mylk","Efhd2"
"Ubp1","Eif3i"
"Rab5c","Ube2i"
"Sucla2","Psmb4"
"Dsp","Usp5"
"Dync1li1","Nol11"
"Rpl14","Dnajc8"
"Hpse","Wdr48"
"Eif2b3","Ltn1"
"Acot1","Uqcrfs1"
"Vps53","Hspa4l"
"Mbnl3","Avl9"
"Rdx","2810408A11Rik"
"Impact","Eps15"
"Rnaset2a","Cwc22"
"Xpo7","Rbm3"
"Tshz3","Smap1"
"Cdk5rap2","Tox4"
"Morf4l2","Glg1"
"Bcl2l13","Rbm14"
"Bcap31","H2afy"
"Ptpn9","Arfgef1"
"Rpe","Rpl29"
"Ube2q2","Lims1"
"Nolc1","Vps37c"
"Ski","Tmem154"
"Gnb1","Tmem154"
"Zfp128","Cog7"
"Fam120c","Kif16b"
"Fam120c","Ergic3"
"Fam120c","Ldha"
"Tollip","Fam120c"
"Ddx50","Fam120c"
"Fam120c","Mpp1"
"Rnps1","Tbc1d1"
"Ppp3cb","Cpped1"
"Mlst8","6430548M08Rik"
"Fgr","Eef1a2"
"Fgr","Zmiz1"
"Add3","Fgr"
"Clec4b1","Sdhc"
"Glrx3","Ran"
"Dock8","Gbp2"
"Capns1","Cyth4"
"Capns1","Prpf19"
"Mertk","Gls"
"Cd47","Trim23"
"B4galnt1","Car4"
"Itga1","Siae"
"Hspa5","Crmp1"
"Crmp1","Ctnnbl1"
"Clec4a3","Iqgap2"
"Rab6b","Fam129a"
"Polr1a","Pgm3"
"Gabpa","Tomm34"
"Afg3l2","Cwc22"
"Cwc22","Camkk2"
"Cox17","Numb"
"Actn3","Rnaset2b"
"Pan2","Cdkn1b"
"Dna2","Timm13"
"Clec4a3","Pygl"
"Clec4a3","Ergic1"
"Clec4a3","Tm9sf3"
"2210016F16Rik","Cox5a"
"Stxbp1","Pdha1"
"Sub1","Ankfy1"
"Fkbp1a","Crk"
"Hnrnpa1","Tnfaip8l2"
"Igsf6","Zfp592"
"Rab23","Slc7a2"
"Vapa","Guk1"
"Vapa","Calml3"
"Inpp4a","Rnf2"
"Serpinb6a","Ubap2l"
"Sec24a","Vhl"
"Acat1","Uqcrc2"
"Arfip2","Naa35"
"Mtr","Dner"
"Ndufa10","Cmc1"
"Ppp1r2","Exosc4"
"Zfyve16","Spast"
"Trim16","Lamp2"
"Ksr1","Gstm2"
"Nudt3","Igbp1"
"Actn3","Creg1"
"Bod1l","Elavl1"
"Ppp6c","Igf2r"
"Ampd3","Csrp1"
"Pus10","Nop56"
"Fis1","Fam134c"
"Skp1a","Exosc7"
"Skp1a","Srsf2"
"Skp1a","Zfp622"
"Luc7l2","Slc9a1"
"Plekhg1","Atf2"
"Gnb1","Opa1"
"Opa1","Ddhd2"
"Gmfg","Fam45a"
"Atad1","Med27"
"Atad1","Faf1"
"Zmpste24","Ckap4"
"Zmpste24","Mybbp1a"
"Galc","Pin4"
"Hist1h1t","Gapvd1"
"Tmsb10","Mrpl32"
"Pgs1","Rps3"
"Nefl","Pik3cg"
"Rpl7a","Rdh14"
"Ppm1h","Rplp2"
"Ppm1h","Pts"
"Ppm1h","Pabpc1"
"Fam98a","Ppm1h"
"Oat","Gstp2"
"Tbc1d9b","Ppp2r2a"
"Mrpl37","Ppp2r5b"
"Syf2","Gm2016"
"Cope","Malt1"
"Sdhb","Cox5a"
"Pum1","Mettl1"
"Ndufb8","Larp4b"
"Cyb5r1","Adrbk2"
"Tbc1d1","Pspc1"
"Sec61a2","Tmem55b"
"Dicer1","Mcee"
"Dicer1","Tbc1d9"
"Dicer1","Dnase2a"
"Dicer1","Pura"
"Erc1","Tlr13"
"0610010K14Rik","Gtpbp1"
"Eps8","Rab3a"
"Gna13","Zranb2"
"Mical1","Ndufv3"
"Ltb4r1","Lamp2"
"Rps28","Nudt11"
"Ctsl","Adi1"
"Gabarap","Tapbp"
"Mtmr3","Ncf2"
"Mtmr3","Crem"
"Ddx3y","Mef2a"
"Hmox1","Trnt1"
"Mknk1","Srsf4"
"Gda","Srsf4"
"Rpl13a","Mrto4"
"Nagpa","Sh3tc1"
"Bre","Agps"
"N4bp1","Vps26b"
"Plekho2","Comt"
"Lta4h","Tns1"
"Pgd","Fbxo6"
"Cdc34","Rnaset2b"
"Sirpa","Lrch4"
"Bin2","Prmt1"
"Tle3","Thbs1"
"Nubp1","Ncapg"
"Nudt16","Smarcd1"
"Akap8","Rab12"
"Nup37","Dhx16"
"Stat2","Txndc5"
"Ascc1","Smarce1"
"Myof","Smarce1"
"Junb","Eif1ax"
"Cyb5r3","Bola2"
"Ptpn9","Usf1"
"Iars","Dcaf7"
"Dap3","Phf2"
"Hspa14","Use1"
"Dtx3l","Gmfg"
"Sec24c","Pgam5"
"Relb","Numb"
"Prune","Pgk1"
"Ppp1r2","Slc27a3"
"Hccs","Actn4"
"Tbcb","Mapk9"
"Aatk","Naa35"
"Taf15","Rpl27a"
"Actbl2","Pds5b"
"Traf2","Ndufa7"
"Ddx3y","Tmod3"
"Eps15l1","Exoc8"
"Kcnk6","Vamp1"
"Acsl4","Rbpj"
"Gnpda2","Acsl4"
"Acsl4","Rpl37a"
"Ubap2l","Acsl4"
"Scaper","Acsl4"
"1110059G10Rik","Acsl4"
"Ctbp1","Cwf19l2"
"Arih1","Mrto4"
"Pfdn4","Msr1"
"Rpl21","Msr1"
"Msr1","Fam32a"
"Pdlim7","Copz2"
"Samsn1","G3bp1"
"Sec16a","Ndufb6"
"Atp6v1e1","Ggct"
"Eif2d","Fam192a"
"Slc1a5","Ifih1"
"Cab39l","Arsa"
"Pstpip2","Arid4a"
"Gga1","Herc4"
"Fam98c","Ddhd2"
"Prkd1","Smek1"
"Sub1","Bet1"
"Mrps26","Polr2a"
"Lamb1","Gtf2f1"
"Ppil2","Npc2"
"Tufm","Zfp622"
"Psmd4","Sptlc1"
"Ppp2r2b","Ddx39"
"Palm","Slc1a5"
"Stx5a","Lmbrd1"
"Sumf1","Lonp2"
"Erap1","Ube2j2"
"Wdr48","Morc3"
"Cpsf2","Snrpb"
"Stx2","Vps28"
"Hnrnpu","Bptf"
"Crot","Dennd4c"
"D6Wsu163e","Ngp"
"Akt1s1","Stmn2"
"Cd53","Ifi35"
"Hnrnpk","Yme1l1"
"Med20","Smarcad1"
"Arih1","Lpcat3"
"Snf8","Irf4"
"Taok2","Eif2ak2"
"Eno2","Aimp1"
"Cmc1","Tmem126a"
"Creg1","Des"
"Usp24","Hip1"
"Ppp3ca","Usf2"
"Gmeb2","Eif2s2"
"Adi1","Sfn"
"Psmd4","Mapk4"
"BC003331","Arhgdia"
"Sec24c","Syncrip"
"Zc3hav1","U2af1l4"
"Enpep","Ccdc47"
"Cog1","Appl2"
"Cog1","Trappc9"
"Vps52","Pla2g7"
"Irgm1","Cox6c"
"Metap2","Erlin2"
"Mtmr9","Thbs1"
"Cfp","Bcar3"
"Rpl3","Rpl35a"
"Gstp1","Smarca2"
"Gnb4","Elp4"
"Serpinb8","Plcg2"
"Serpinb8","Lyz1"
"Serpinb8","Ptk2b"
"Fkbp2","Rdx"
"Safb2","Huwe1"
"Tns3","Parp3"
"Dennd4c","Riok3"
"Itgb2","Pygm"
"Rap2c","Stag1"
"Srgap2","Yars"
"Ythdf1","Vapb"
"Anks6","Nat10"
"Ints8","Ptgr1"
"Impact","Ddx51"
"Impact","Csf2ra"
"Cdk19","Rhog"
"Ube2q2","Fyn"
"Dpysl4","Elane"
"Sh3tc1","Tkt"
"Fam120c","Tyk2"
"Hnrnpu","Parp9"
"Cep55","Nefl"
"Eps15l1","Ankrd13a"
"Gfer","Snx3"
"Mef2c","Crmp1"
"Arg1","Ncl"
"Dock6","Cetn3"
"Cetn3","Elane"
"F8a","Uqcrfs1"
"Pan2","Camkk2"
"Pfdn4","Ndufs1"
"Mtch2","Pfdn4"
"Pfdn4","Rpl4"
"Erap1","Pfdn4"
"Pfdn4","Ngly1"
"Rab11fip2","Pfdn4"
"Acaa1a","Atad3a"
"Casp3","Nt5c2"
"Ggta1","Tm9sf3"
"Nek7","Cux1"
"Eps15l1","Psmb3"
"Mapre3","Mcat"
"Pcf11","Pin1"
"Pcf11","Snx7"
"Pcf11","Ppp2cb"
"Pcf11","Rpl3"
"Eps15l1","Clip2"
"Dnajc3","Rsrc1"
"Eps15l1","Sap30"
"Serpinb6a","Pigt"
"Hdgfrp2","Zfyve16"
"Ugt1a9","Uevld"
"Ict1","Rbbp6"
"Rbm4b","Gsr"
"Nit2","Mrps31"
"Pik3cg","Gmppb"
"Timm23","Atp5e"
"Rps15","Cdh1"
"Gm2016","Tmed2"
"Ncor1","Cdk2ap2"
"Mpst","Melk"
"Cyb5r4","Umps"
"Secisbp2","Rbl1"
"Nol8","Pdcd5"
"Wdr41","Zfp830"
"Stat1","H2-M2"
"H2-M2","Agfg1"
"H2-M2","Dnm1"
"Rhoc","H2-M2"
"Clec4b1","H2-M2"
"H2-M2","Eps8"
"Hyou1","H2-M2"
"H2-M2","Sumo3"
"H2-M2","Arrb2"
"H2-M2","Mapk14"
"Cox6c","Cstf1"
"Usp16","Rbm12"
"Ocrl","Dcaf8"
"Arpp19","Armc8"
"Cstf1","Ifi35"
"Ing4","Aarsd1"
"Tln1","Tyk2"
"Tubb3","Snx6"
"Ankrd17","Gapdh"
"Kif1a","Cep55"
"Nup85","Snx27"
"Suclg2","Ifi35"
"Gpd2","Cpsf3l"
"Lamp2","Pla2g15"
"Hpse","Zfp422"
"Trim16","Ahnak"
"Asna1","Luc7l2"
"Irgm1","Acaa2"
"Pddc1","Creg1"
"Ehd2","Mrpl53"
"Tmsb10","Gipc2"
"Eef1a2","Oasl1"
"Mon2","Hkdc1"
"Mras","Txndc5"
"Idua","Secisbp2l"
"Agpat4","Ddx3x"
"Oas1g","Ndufb4"
"Mccc1","Mllt1"
"Ano6","Timm23"
"Tsc22d3","Fam177a"
"Ppp1r8","Cog2"
"Tle3","Zdhhc13"
"Kif3b","Def6"
"Pla2g15","9030624J02Rik"
"AI413582","Hspa13"
"Rap1gds1","Rpl34"
"Mri1","Pspc1"
"Cfp","Slc6a6"
"Glmn","Ccdc88a"
"Fscb","Lmbrd2"
"Eif4ebp2","H2-M2"
"Rwdd4a","Cnp"
"Arhgap18","Malt1"
"Cog4","Rpl32"
"Uqcrb","Spcs1"
"Nrbp1","Arf6"
"Flna","Prune"
"Trappc2l","Paox"
"Osbpl7","Rnf7"
"Chchd2","Kdm2a"
"Eif4a2","Gsn"
"Cwf19l2","Mrpl43"
"Abcc1","Usp7"
"Ndufaf2","Mllt1"
"Epx","C1qb"
"Epx","Ndufb4"
"Epx","Syap1"
"Meaf6","Psmb5"
"Psme3","Ptcd3"
"Gstm4","Aprt"
"Nisch","Smarcad1"
"BC100530","Crip1"
"Pygm","Snap29"
"Esyt2","Golga3"
"Ncln","Trim65"
"Fermt3","Ppp2r2a"
"Fkbp2","Tomm34"
"Rpl21","Nfkbib"
"Dock1","Snx5"
"Idua","Vamp4"
"Arfgef2","Gnb2"
"Dtymk","Chmp5"
"Clic1","Eif3c"
"Gbf1","Zfp326"
"Hspa2","Canx"
"Aldh3a2","Echdc1"
"Hnrnpc","Metap2"
"Zbtb7a","Arl5a"
"AI837181","Arl5a"
"Slfn2","Klc2"
"Klc2","Epx"
"Safb2","Enah"
"Ctsa","Naa30"
"Ruvbl2","Glo1"
"Mgl2","Ebp"
"Btf3","Rps28"
"Stxbp1","Ndufa3"
"Dicer1","Pmm2"
"Zfp598","Fpr2"
"Ap2b1","Scyl1"
"2310011J03Rik","Dohh"
"Ythdf1","Txnl1"
"Tec","Bloc1s1"
"Was","Rac2"
"Dnajc3","Mndal"
"Atp2a1","Bag5"
"Mical1","Abhd5"
"Sin3a","Mfn2"
"Ppp2ca","Atp5k"
"Naa10","Polr2h"
"Atp5e","Hsbp1"
"Sirpa","Tbc1d17"
"Specc1l","Haus5"
"Bad","Mgat2"
"Gcc2","Sec24a"
"Exoc1","Sestd1"
"Kif1c","Stambpl1"
"Stambpl1","Wdhd1"
"Nrbp1","Sf3b3"
"Nrbp1","Pin1"
"Nrbp1","Gmpr2"
"Nrbp1","Dab2"
"Cct4","Wdr18"
"Pik3c2a","Chmp1a"
"Acpp","Hsd17b10"
"Ppp2r2a","Eif3i"
"Ptpn18","Lsm14b"
"Ebag9","U2af1"
"2210016F16Rik","Rilpl2"
"Ampd3","Aldh3b2"
"Pfkm","Kcnab2"
"Ndufb8","Fgr"
"Ccnd2","Kynu"
"Fdxr","Ndufaf2"
"Exosc4","Limk1"
"Dok3","S100a13"
"Rpl34-ps1","Gtf3c1"
"Eif4g1","Ddx39"
"Pilrb2","Coro1c"
"Exosc1","Pdlim7"
"Rdx","Hnrnpr"
"Acat3","Cdk6"
"2200002D01Rik","Rras"
"Siae","Letm1"
"Gabpb2","Acaa1b"
"C2cd2l","Cbl"
"Ankrd44","Lpl"
"Trim25","Tppp3"
"Sub1","Tbc1d2b"
"Runx3","Ankfy1"
"Rab11fip2","Prkd1"
"Cept1","Eif1ax"
"Unc45a","Gak"
"Lck","Pura"
"Usp5","Pura"
"Ing4","Ak1"
"Glyr1","Kcnab2"
"Nacad","Nfkbie"
"Vps26b","Acta2"
"Sdf2l1","Lpcat2"
"Smarcd3","Mettl7a1"
"Plekhg1","Rnasel"
"Gorasp2","Larp4"
"Glyr1","Kcnab2"
"Pofut2","Ear10"
"Shoc2","Strbp"
"Fip1l1","Pcnp"
"Htra2","Pcnp"
"Ipo7","Pcnp"
"Mtmr9","Pcnp"
"Agfg2","Gmpr2"
"Acot1","Tmem115"
"Arhgap17","Bpnt1"
"Arhgap4","Tpm3"
"Rragc","Inf2"
"Map3k2","Sart3"
"Mdc1","Dbt"
"Mapk13","Bad"
"Mms19","Cyp4f17"
"Tifa","Cherp"
"Thyn1","Tifa"
"Tifa","Atp2a3"
"Tifa","Mmgt1"
"Mbnl1","Vkorc1"
"U2af2","Ube2d2b"
"Ppp6c","Commd2"
"Ndufs3","Actc1"
"Nufip2","Tpd52l2"
"Cox6c","Cox7c"
"Nln","Arhgap17"
"Mrps27","Bin2"
"Decr1","Was"
"Nup98","Dnajc19"
"Fam98a","Acadl"
"Ccl6","Hax1"
"Zc3h18","Ppp1r9b"
"Parp9","Gabarap"
"Cog8","Pcf11"
"Tppp3","Ahnak2"
"Ahnak2","Pola1"
"Tfg","Ireb2"
"Tfg","Sart1"
"Scin","Erap1"
"Ptbp1","Tmem154"
"Wdr45","Aip"
"Tbrg4","Alcam"
"Ckap4","Eif3e"
"Sirpa","Nacc1"
"Mnt","Arhgap17"
"Glyr1","Mtmr9"
"Sfpq","Fcho1"
"Acot1","Nek8"
"Syk","Casc3"
"Ptpn23","Tbck"
"Slc12a9","Tap1"
"Ap2b1","Nup98"
"Fgr","Deptor"
"Wdr37","Eftud2"
"Esyt2","Atp2a1"
"Ctage5","Ppp1r10"
"B3gnt2","Rdx"
"Ncald","Tmem168"
"Plcg2","Hcls1"
"Fam3a","Fabp4"
"Mpp2","Pus10"
"Fam3a","Taldo1"
"BC100530","Ncstn"
"Gmpr2","Cct4"
"Cog1","Picalm"
"Pip5k1c","Dctpp1"
"Rab13","Saa3"
"Nxt2","Saa3"
"Flcn","Sltm"
"Flcn","Pstpip2"
"Tssc4","Ube2e2"
"Ube2e2","Alox5ap"
"Pik3r1","Zc3hc1"
"Upf2","Preb"
"Tor3a","Vps4b"
"Polr2e","Rap2c"
"Cstf1","Dnajc2"
"Rpl4","Plod1"
"Rufy1","Eif3k"
"Sp140","Lsp1"
"Mcfd2","Cspg4"
"Tubb3","Ergic3"
"Wdr13","Sap30"
"Dlg1","Hemk1"
"Mtmr9","Snap29"
"Crnkl1","Cnot10"
"Kctd12b","Fbxo6"
"Parp9","Ndufs2"
"Tbl1xr1","Hspe1"
"Taf15","Tusc1"
"Kif23","Man2b1"
"Cfb","Egr1"
"Nek7","Zfp330"
"Itgb2","Cytip"
"Mrps26","Gna13"
"Prkx","Snx7"
"Hist1h2ah","Esrra"
"Pcf11","Arf6"
"Akr1b10","Akap8"
"Lrp1","Prex1"
"Irgm1","Pgam1"
"Acot1","Pddc1"
"Rab9b","Ube2j1"
"Plekhg1","Rab9b"
"Rab9b","Atf1"
"Slmap","Plxna1"
"Mpi","Cpsf7"
"Tceb1","Cct8"
"Pex11b","Atp12a"
"Gab1","Mrpl9"
"Ccdc58","Dhdh"
"Gabarap","Eef1a2"
"2210016F16Rik","Pan2"
"Pcf11","Gstm4"
"Nubp1","Sap30bp"
"Mcat","Pigt"
"Clec10a","Tnfaip8l2"
"Cetn3","Trps1"
"Rab7","Arhgap30"
"H2-M2","H2-DMa"
"Psme4","Anxa5"
"Mrto4","Psme4"
"Psme4","Snx1"
"Psme4","Kctd12"
"Psme4","Tm9sf2"
"Cbfa2t3","Nubp2"
"Ube2h","Nfx1"
"Rpl37","Gtf2e1"
"Gbp3","Lgmn"
"Ncor1","Usf2"
"Csf1r","Tle4"
"Cirbp","Ube2d2b"
"Ifih1","Gbas"
"Cstf1","Hist1h2bk"
"Nol11","Bloc1s2"
"Rps15","Grcc10"
"Pik3cg","Mllt4"
"Ugt1a9","Mut"
"Mrps30","Pgp"
"Cnbp","Ptrh2"
"Vbp1","Polr2k"
"Lman1","Agps"
"Atp5d","Cds2"
"Rab8a","Pdlim1"
"Pddc1","Mrps5"
"Mcat","Aup1"
"Lamb1","App"
"Vps33b","Bicd2"
"Gigyf2","Nfkb2"
"Vps28","Ndufa4"
"Mcat","Usp19"
"Mcat","Stx5a"
"P2rx4","Pbxip1"
"Lnpep","Rpl18a"
"Dctn2","Rpl3l"
"Hcfc1","Hist1h2bk"
"Lck","Ckm"
"Lck","Aldh9a1"
"Sra1","Pafah1b3"
"Zfyve16","Pex1"
"Snx9","Trmt5"
"Vps28","Suclg2"
"Dynll2","Lsm3"
"Nup188","Mfap1b"
"H2-M2","Inf2"
"Scin","Nvl"
"Ifi47","Cd53"
"Arhgap1","Eif4g1"
"Nup188","Gch1"
"Cox6c","Gabarap"
"2810408A11Rik","Pfdn4"
"Rps6ka2","Sirt2"
"Acot1","Oas1g"
"Nxt2","Ly75"
"Nxt2","Pgm3"
"Nxt2","Zeb1"
"Creg1","Nqo2"
"Nkiras2","Xpo7"
"Bloc1s1","Wdhd1"
"Ap2a1","Pip5k1c"
"Gnpda2","Cwc22"
"Timm10","Raf1"
"Brd4","Hook3"
"Inpp5d","Lrrk1"
"Ssr3","Vezf1"
"Gga1","Hars2"
"Slc16a3","Hdhd2"
"Mtmr3","Ube2q2"
"Comt","Rb1"
"Epc2","Acot4"
"Ccdc6","Fmnl1"
"Ifit1","Ddx58"
"Prtn3","Acp5"
"Lcp1","Ncapg"
"Lims1","Wdfy2"
"Dap3","Pnp2"
"Gatad2a","Stx7"
"Gm2016","Cyp4v3"
"Aarsd1","Nfyb"
"Cdc23","Rps6"
"Phax","Eif5"
"Mcat","Atxn2"
"Slain2","Dido1"
"Mybbp1a","BC026585"
"Txnrd1","S100a8"
"Ppp6r3","Sqrdl"
"Nipsnap1","Atp5b"
"Akap9","Secisbp2l"
"Hyou1","Fam63b"
"Gnb3","Pik3r6"
"Adar","Rassf2"
"Nup188","Mbd3"
"Eif5a2","Nup188"
"Nup188","Nes"
"Nup188","Bcl7c"
"Arhgef7","Nup188"
"Stat1","Slfn2"
"Ndufa5","Psma3"
"Plekho2","Rhog"
"Nfatc1","Ythdc1"
"Tec","Gmppb"
"Map3k2","Lsm7"
"Ipo8","Tbc1d17"
"Pld4","Arl5a"
"Psmd5","Pip5k1c"
"Cmc1","Syap1"
"Mfn1","Itga1"
"App","Tprkb"
"Nudt7","Dpysl3"
"Gramd4","Wdr75"
"Ptpn23","Nprl2"
"Creg1","2310011J03Rik"
"Gnb4","Mrpl49"
"Fam177a","Bms1"
"Naaa","Nqo1"
"Rbck1","Akt3"
"Uba3","Nop58"
"Lemd3","Vps39"
"Rpl34-ps1","Magoh"
"Tcirg1","Slc2a1"
"Sub1","Slc2a1"
"Efhd2","Pgrmc2"
"Cirbp","Rpl35"
"Hdac1","Syk"
"Syk","Wipi2"
"Syk","Nploc4"
"F8a","Polr2a"
"Trappc2l","Mtr"
"Snx30","Cdk5rap2"
"Rpsa","Vrk2"
"Ptpre","Jmjd6"
"Tmem11","Gtf2e1"
"Fscb","Cd63"
"Itgav","Ube4a"
"Gab1","Brd4"
"Gab1","Ifih1"
"Aarsd1","Hist1h1b"
"Ifit1","Decr1"
"Pik3r4","Pgm1"
"Dtx3l","Lcn2"
"Dpp9","Uprt"
"Mrc1","Vps11"
"Arap1","Ndufv1"
"Cdc34","Kdm2a"
"Bckdk","Cul5"
"Plcg2","Fabp4"
"Ubr4","Rab19"
"Cars","Ahsa1"
"Hsd17b7","Thyn1"
"Mcm3ap","Ing5"
"Exosc4","Cox5a"
"P2rx4","Ddx24"
"Tnfaip1","Tubgcp2"
"Far1","Rac2"
"Mrpl55","Scaf4"
"Srsf1","Sh3d19"
"Btf3l4","Jup"
"Sf1","Pkn1"
"Decr1","Acadm"
"2310022A10Rik","Psma6"
"Psma6","Fhod1"
"Ehd2","Eef1d"
"Scoc","Decr1"
"Mthfd2","Eps15"
"Ctsh","Galns"
